2022-06-22 17:00:35 INFO  datax-service-data-console background-preinit org.hibernate.validator.internal.util.Version HV000001: Hibernate Validator 6.1.6.Final
2022-06-22 17:01:04 INFO  datax-service-data-console main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2022-06-22 17:01:04 INFO  datax-service-data-console main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Disable delta property : false
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Application is null : false
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Application version is -1: true
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient The response status is 200
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Starting heartbeat executor: renew interval is: 20
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.InstanceInfoReplicator InstanceInfoReplicator onDemand update allowed rate per min is 4
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Discovery Client initialized at timestamp 1655888465986 with initial instances count: 7
2022-06-22 17:01:05 INFO  datax-service-data-console main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry Registering application DATAX-SERVICE-DATA-CONSOLE with eureka with status UP
2022-06-22 17:01:05 INFO  datax-service-data-console main com.netflix.discovery.DiscoveryClient Saw local status change event StatusChangeEvent [timestamp=1655888465994, current=UP, previous=STARTING]
2022-06-22 17:01:05 INFO  datax-service-data-console DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-DATA-CONSOLE/li20220331:datax-service-data-console:8821: registering service...
2022-06-22 17:01:06 INFO  datax-service-data-console main io.undertow starting server: Undertow - 2.1.4.Final
2022-06-22 17:01:06 INFO  datax-service-data-console main org.xnio XNIO version 3.8.0.Final
2022-06-22 17:01:06 INFO  datax-service-data-console main org.xnio.nio XNIO NIO Implementation Version 3.8.0.Final
2022-06-22 17:01:06 INFO  datax-service-data-console DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-DATA-CONSOLE/li20220331:datax-service-data-console:8821 - registration status: 204
2022-06-22 17:01:06 INFO  datax-service-data-console main org.jboss.threads JBoss Threads version 3.1.0.Final
2022-06-22 17:01:06 INFO  datax-service-data-console main org.springframework.boot.web.embedded.undertow.UndertowWebServer Undertow started on port(s) 8821 (http)
2022-06-22 17:01:06 INFO  datax-service-data-console main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration Updating port to 8821
2022-06-22 17:01:07 INFO  datax-service-data-console main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2022-06-22 17:01:07 INFO  datax-service-data-console main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2022-06-22 17:01:07 INFO  datax-service-data-console main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2022-06-22 17:01:07 INFO  datax-service-data-console main cn.datax.service.data.metadata.console.DataxConsoleApplication Started DataxConsoleApplication in 36.384 seconds (JVM running for 38.622)
2022-06-22 17:06:05 INFO  datax-service-data-console AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:11:05 INFO  datax-service-data-console AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:16:05 INFO  datax-service-data-console AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:21:05 INFO  datax-service-data-console AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:26:05 INFO  datax-service-data-console AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
