2022-06-22 16:57:13 INFO  datax-service-system background-preinit org.hibernate.validator.internal.util.Version HV000001: Hibernate Validator 6.1.6.Final
2022-06-22 16:57:51 INFO  datax-service-system main com.netflix.discovery.DiscoveryClient Saw local status change event StatusChangeEvent [timestamp=1655888271050, current=UP, previous=STARTING]
2022-06-22 16:57:51 INFO  datax-service-system DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-SYSTEM/li20220331:datax-service-system:8810: registering service...
2022-06-22 16:57:51 INFO  datax-service-system main io.undertow starting server: Undertow - 2.1.4.Final
2022-06-22 16:57:51 INFO  datax-service-system main org.xnio XNIO version 3.8.0.Final
2022-06-22 16:57:51 INFO  datax-service-system main org.xnio.nio XNIO NIO Implementation Version 3.8.0.Final
2022-06-22 16:57:51 INFO  datax-service-system DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-SYSTEM/li20220331:datax-service-system:8810 - registration status: 204
2022-06-22 16:57:51 INFO  datax-service-system main org.jboss.threads JBoss Threads version 3.1.0.Final
2022-06-22 16:57:51 INFO  datax-service-system main org.springframework.boot.web.embedded.undertow.UndertowWebServer Undertow started on port(s) 8810 (http)
2022-06-22 16:57:51 INFO  datax-service-system main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration Updating port to 8810
2022-06-22 16:57:52 INFO  datax-service-system main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2022-06-22 16:57:52 INFO  datax-service-system main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2022-06-22 16:57:53 INFO  datax-service-system main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2022-06-22 16:57:53 INFO  datax-service-system main springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator Generating unique operation named: deletePostBatchUsingDELETE_1
2022-06-22 16:57:53 INFO  datax-service-system main springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator Generating unique operation named: getPostListUsingGET_1
2022-06-22 16:57:53 INFO  datax-service-system main springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator Generating unique operation named: deletePostBatchUsingDELETE_2
2022-06-22 16:57:54 INFO  datax-service-system main cn.datax.service.system.DataxSystemApplication Started DataxSystemApplication in 44.214 seconds (JVM running for 45.281)
2022-06-22 17:02:50 INFO  datax-service-system AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:07:50 INFO  datax-service-system AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:12:50 INFO  datax-service-system AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:17:50 INFO  datax-service-system AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:22:50 INFO  datax-service-system AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:27:50 INFO  datax-service-system AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:28:46 INFO  datax-service-system XNIO-1 task-1 io.undertow.servlet Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-22 17:28:46 INFO  datax-service-system XNIO-1 task-1 org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2022-06-22 17:28:46 INFO  datax-service-system XNIO-1 task-1 org.springframework.web.servlet.DispatcherServlet Completed initialization in 204 ms
2022-06-22 17:32:06 INFO  datax-service-system XNIO-1 task-1 cn.datax.common.security.config.DataSecurityInnerAspect feign内部接口访问 loginByUsername 不鉴权处理
2022-06-22 17:32:50 INFO  datax-service-system AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
