2022-06-22 17:02:05 INFO  datax-service-data-quality background-preinit org.hibernate.validator.internal.util.Version HV000001: Hibernate Validator 6.1.6.Final
2022-06-22 17:02:21 INFO  datax-service-data-quality main com.baomidou.dynamic.datasource.DynamicRoutingDataSource dynamic-datasource - load a datasource named [mysql] success
2022-06-22 17:02:21 INFO  datax-service-data-quality main com.baomidou.dynamic.datasource.DynamicRoutingDataSource dynamic-datasource initial loaded [1] datasource,primary datasource named [mysql]
2022-06-22 17:02:30 INFO  datax-service-data-quality main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 18 endpoint(s) beneath base path '/actuator'
2022-06-22 17:02:30 INFO  datax-service-data-quality main springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2022-06-22 17:02:30 INFO  datax-service-data-quality main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-06-22 17:02:31 INFO  datax-service-data-quality main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2022-06-22 17:02:31 INFO  datax-service-data-quality main org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration 

Using generated security password: 74ef65f1-b944-49d4-a483-8312b3f85948

2022-06-22 17:02:32 INFO  datax-service-data-quality main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5fb0c234, org.springframework.security.web.context.SecurityContextPersistenceFilter@49d5db99, org.springframework.security.web.header.HeaderWriterFilter@30282260, org.springframework.security.web.authentication.logout.LogoutFilter@597f9d91, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@2d7e6c8c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4104b585, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@33606f4b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6cf7de4e, org.springframework.security.web.session.SessionManagementFilter@6b5e8b3a, org.springframework.security.web.access.ExceptionTranslationFilter@43f88150, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@60a6564c]
2022-06-22 17:02:33 INFO  datax-service-data-quality main org.springframework.cloud.netflix.eureka.config.DiscoveryClientOptionalArgsConfiguration Eureka HTTP Client uses Jersey
2022-06-22 17:02:33 INFO  datax-service-data-quality main org.springframework.cloud.netflix.eureka.InstanceInfoFactory Setting initial instance status as: STARTING
2022-06-22 17:02:33 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Initializing Eureka in region us-east-1
2022-06-22 17:02:33 INFO  datax-service-data-quality main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON encoding codec LegacyJacksonJson
2022-06-22 17:02:33 INFO  datax-service-data-quality main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON decoding codec LegacyJacksonJson
2022-06-22 17:02:34 INFO  datax-service-data-quality main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML encoding codec XStreamXml
2022-06-22 17:02:34 INFO  datax-service-data-quality main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2022-06-22 17:02:34 INFO  datax-service-data-quality main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Disable delta property : false
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Application is null : false
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Application version is -1: true
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient The response status is 200
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Starting heartbeat executor: renew interval is: 20
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.InstanceInfoReplicator InstanceInfoReplicator onDemand update allowed rate per min is 4
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Discovery Client initialized at timestamp 1655888555812 with initial instances count: 9
2022-06-22 17:02:35 INFO  datax-service-data-quality main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry Registering application DATAX-SERVICE-DATA-QUALITY with eureka with status UP
2022-06-22 17:02:35 INFO  datax-service-data-quality main com.netflix.discovery.DiscoveryClient Saw local status change event StatusChangeEvent [timestamp=1655888555824, current=UP, previous=STARTING]
2022-06-22 17:02:35 INFO  datax-service-data-quality DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-DATA-QUALITY/li20220331:datax-service-data-quality:8826: registering service...
2022-06-22 17:02:35 INFO  datax-service-data-quality main io.undertow starting server: Undertow - 2.1.4.Final
2022-06-22 17:02:35 INFO  datax-service-data-quality main org.xnio XNIO version 3.8.0.Final
2022-06-22 17:02:35 INFO  datax-service-data-quality main org.xnio.nio XNIO NIO Implementation Version 3.8.0.Final
2022-06-22 17:02:35 INFO  datax-service-data-quality DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-DATA-QUALITY/li20220331:datax-service-data-quality:8826 - registration status: 204
2022-06-22 17:02:35 INFO  datax-service-data-quality main org.jboss.threads JBoss Threads version 3.1.0.Final
2022-06-22 17:02:35 INFO  datax-service-data-quality main org.springframework.boot.web.embedded.undertow.UndertowWebServer Undertow started on port(s) 8826 (http)
2022-06-22 17:02:35 INFO  datax-service-data-quality main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration Updating port to 8826
2022-06-22 17:02:37 INFO  datax-service-data-quality main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2022-06-22 17:02:37 INFO  datax-service-data-quality main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2022-06-22 17:02:37 INFO  datax-service-data-quality main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2022-06-22 17:02:37 INFO  datax-service-data-quality main springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator Generating unique operation named: getRuleTypeListUsingGET_1
2022-06-22 17:02:37 INFO  datax-service-data-quality main springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator Generating unique operation named: getRuleTypeListUsingGET_2
2022-06-22 17:02:37 INFO  datax-service-data-quality main cn.datax.service.data.quality.DataxQualityApplication Started DataxQualityApplication in 35.896 seconds (JVM running for 36.736)
2022-06-22 17:02:39 INFO  datax-service-data-quality main cn.datax.service.data.quality.config.StartedUpRunner 定时任务已加载完毕...
2022-06-22 17:07:35 INFO  datax-service-data-quality AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:12:35 INFO  datax-service-data-quality AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:17:35 INFO  datax-service-data-quality AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:22:35 INFO  datax-service-data-quality AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:27:35 INFO  datax-service-data-quality AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:32:35 INFO  datax-service-data-quality AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:35:02 INFO  datax-service-data-quality XNIO-1 task-3 io.undertow.servlet Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-22 17:35:02 INFO  datax-service-data-quality XNIO-1 task-3 org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2022-06-22 17:35:03 INFO  datax-service-data-quality XNIO-1 task-3 org.springframework.web.servlet.DispatcherServlet Completed initialization in 316 ms
