2022-06-13 22:20:02 INFO  datax-service-data-masterdata background-preinit org.hibernate.validator.internal.util.Version HV000001: Hibernate Validator 6.1.6.Final
2022-06-13 22:20:23 INFO  datax-service-data-masterdata main org.xnio XNIO version 3.8.0.Final
2022-06-13 22:20:23 INFO  datax-service-data-masterdata main org.xnio.nio XNIO NIO Implementation Version 3.8.0.Final
2022-06-13 22:20:23 INFO  datax-service-data-masterdata DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-DATA-MASTERDATA/li20220331.mshome.net:datax-service-data-masterdata:8828 - registration status: 204
2022-06-13 22:20:23 INFO  datax-service-data-masterdata main org.jboss.threads JBoss Threads version 3.1.0.Final
2022-06-13 22:20:24 INFO  datax-service-data-masterdata main org.springframework.boot.web.embedded.undertow.UndertowWebServer Undertow started on port(s) 8828 (http)
2022-06-13 22:20:24 INFO  datax-service-data-masterdata main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration Updating port to 8828
2022-06-13 22:20:25 INFO  datax-service-data-masterdata main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2022-06-13 22:20:25 INFO  datax-service-data-masterdata main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2022-06-13 22:20:25 INFO  datax-service-data-masterdata main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2022-06-13 22:20:26 INFO  datax-service-data-masterdata main org.springframework.amqp.rabbit.connection.CachingConnectionFactory Attempting to connect to: [localhost:5672]
2022-06-13 22:20:30 INFO  datax-service-data-masterdata main org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer Broker not available; cannot force queue declarations during start: java.net.ConnectException: Connection refused: connect
2022-06-13 22:20:30 INFO  datax-service-data-masterdata org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1 org.springframework.amqp.rabbit.connection.CachingConnectionFactory Attempting to connect to: [localhost:5672]
2022-06-13 22:20:34 INFO  datax-service-data-masterdata XNIO-1 task-1 io.undertow.servlet Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-13 22:20:34 INFO  datax-service-data-masterdata XNIO-1 task-1 org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2022-06-13 22:20:34 INFO  datax-service-data-masterdata XNIO-1 task-1 org.springframework.web.servlet.DispatcherServlet Completed initialization in 10 ms
2022-06-13 22:20:34 INFO  datax-service-data-masterdata XNIO-1 task-1 org.springframework.amqp.rabbit.connection.CachingConnectionFactory Attempting to connect to: [localhost:5672]
2022-06-13 22:20:38 INFO  datax-service-data-masterdata org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1 org.springframework.amqp.rabbit.connection.CachingConnectionFactory Attempting to connect to: [localhost:5672]
2022-06-13 22:20:38 INFO  datax-service-data-masterdata XNIO-1 task-1 org.springframework.cloud.config.client.ConfigServicePropertySourceLocator Fetching config from server at : http://localhost:8611/
2022-06-13 22:20:40 INFO  datax-service-data-masterdata XNIO-1 task-1 org.springframework.cloud.config.client.ConfigServicePropertySourceLocator Located environment: name=datax-service-data-masterdata, profiles=[dev], label=null, version=null, state=null
2022-06-13 22:20:42 INFO  datax-service-data-masterdata main cn.datax.service.data.masterdata.DataxMasterdataApplication Started DataxMasterdataApplication in 42.277 seconds (JVM running for 43.114)
