2022-06-22 17:01:19 INFO  datax-service-data-standard background-preinit org.hibernate.validator.internal.util.Version HV000001: Hibernate Validator 6.1.6.Final
2022-06-22 17:01:52 INFO  datax-service-data-standard main org.jboss.threads JBoss Threads version 3.1.0.Final
2022-06-22 17:01:52 INFO  datax-service-data-standard main org.springframework.boot.web.embedded.undertow.UndertowWebServer Undertow started on port(s) 8825 (http)
2022-06-22 17:01:52 INFO  datax-service-data-standard main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration Updating port to 8825
2022-06-22 17:01:55 INFO  datax-service-data-standard main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2022-06-22 17:01:55 INFO  datax-service-data-standard main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2022-06-22 17:01:55 INFO  datax-service-data-standard main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2022-06-22 17:01:55 INFO  datax-service-data-standard main cn.datax.service.data.standard.DataxStandardApplication Started DataxStandardApplication in 39.512 seconds (JVM running for 41.601)
2022-06-22 17:06:52 INFO  datax-service-data-standard AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:11:52 INFO  datax-service-data-standard AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:16:52 INFO  datax-service-data-standard AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:21:52 INFO  datax-service-data-standard AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:26:52 INFO  datax-service-data-standard AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:31:52 INFO  datax-service-data-standard AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:34:39 INFO  datax-service-data-standard XNIO-1 task-2 io.undertow.servlet Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-22 17:34:39 INFO  datax-service-data-standard XNIO-1 task-2 org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2022-06-22 17:34:39 INFO  datax-service-data-standard XNIO-1 task-2 org.springframework.web.servlet.DispatcherServlet Completed initialization in 277 ms
