2022-06-22 16:59:33 INFO  datax-service-data-metadata background-preinit org.hibernate.validator.internal.util.Version HV000001: Hibernate Validator 6.1.6.Final
2022-06-22 16:59:44 INFO  datax-service-data-metadata main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 16:59:44 INFO  datax-service-data-metadata main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@7345f97d' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 16:59:44 INFO  datax-service-data-metadata main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-06-22 16:59:46 INFO  datax-service-data-metadata main io.undertow.servlet Initializing Spring embedded WebApplicationContext
2022-06-22 16:59:46 INFO  datax-service-data-metadata main org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 7437 ms
2022-06-22 16:59:46 INFO  datax-service-data-metadata main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-06-22 16:59:46 INFO  datax-service-data-metadata main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@110620d
2022-06-22 16:59:46 INFO  datax-service-data-metadata main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/hystrix.stream' to hystrix.stream-actuator-endpoint
2022-06-22 16:59:47 INFO  datax-service-data-metadata main com.zaxxer.hikari.HikariDataSource mysql - Starting...
2022-06-22 16:59:47 INFO  datax-service-data-metadata main com.zaxxer.hikari.HikariDataSource mysql - Start completed.
2022-06-22 16:59:47 INFO  datax-service-data-metadata main com.baomidou.dynamic.datasource.DynamicRoutingDataSource dynamic-datasource - load a datasource named [mysql] success
2022-06-22 16:59:47 INFO  datax-service-data-metadata main com.baomidou.dynamic.datasource.DynamicRoutingDataSource dynamic-datasource initial loaded [1] datasource,primary datasource named [mysql]
2022-06-22 16:59:57 INFO  datax-service-data-metadata main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 18 endpoint(s) beneath base path '/actuator'
2022-06-22 16:59:57 INFO  datax-service-data-metadata main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService
2022-06-22 16:59:57 INFO  datax-service-data-metadata main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'taskExecutor'
2022-06-22 16:59:57 INFO  datax-service-data-metadata main springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2022-06-22 16:59:57 INFO  datax-service-data-metadata main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-06-22 16:59:58 INFO  datax-service-data-metadata main org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration 

Using generated security password: 79fb86ce-90cf-42dd-95ec-fed5fa7d1934

2022-06-22 16:59:59 INFO  datax-service-data-metadata main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@62f47cac, org.springframework.security.web.context.SecurityContextPersistenceFilter@5b810b54, org.springframework.security.web.header.HeaderWriterFilter@aad7ade, org.springframework.security.web.authentication.logout.LogoutFilter@73ffe7b0, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@4873d4cb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@10387d6d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@417c9b17, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7845f53d, org.springframework.security.web.session.SessionManagementFilter@420307f9, org.springframework.security.web.access.ExceptionTranslationFilter@3b256d50, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@47f50549]
2022-06-22 17:00:00 INFO  datax-service-data-metadata main org.springframework.cloud.netflix.eureka.config.DiscoveryClientOptionalArgsConfiguration Eureka HTTP Client uses Jersey
2022-06-22 17:00:00 INFO  datax-service-data-metadata main org.springframework.cloud.netflix.eureka.InstanceInfoFactory Setting initial instance status as: STARTING
2022-06-22 17:00:00 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Initializing Eureka in region us-east-1
2022-06-22 17:00:01 INFO  datax-service-data-metadata main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON encoding codec LegacyJacksonJson
2022-06-22 17:00:01 INFO  datax-service-data-metadata main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON decoding codec LegacyJacksonJson
2022-06-22 17:00:01 INFO  datax-service-data-metadata main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML encoding codec XStreamXml
2022-06-22 17:00:01 INFO  datax-service-data-metadata main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2022-06-22 17:00:01 INFO  datax-service-data-metadata main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Disable delta property : false
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Application is null : false
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Application version is -1: true
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient The response status is 200
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Starting heartbeat executor: renew interval is: 20
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.InstanceInfoReplicator InstanceInfoReplicator onDemand update allowed rate per min is 4
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Discovery Client initialized at timestamp 1655888402825 with initial instances count: 6
2022-06-22 17:00:02 INFO  datax-service-data-metadata main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry Registering application DATAX-SERVICE-DATA-METADATA with eureka with status UP
2022-06-22 17:00:02 INFO  datax-service-data-metadata main com.netflix.discovery.DiscoveryClient Saw local status change event StatusChangeEvent [timestamp=1655888402832, current=UP, previous=STARTING]
2022-06-22 17:00:02 INFO  datax-service-data-metadata DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-DATA-METADATA/li20220331:datax-service-data-metadata:8820: registering service...
2022-06-22 17:00:02 INFO  datax-service-data-metadata main io.undertow starting server: Undertow - 2.1.4.Final
2022-06-22 17:00:02 INFO  datax-service-data-metadata main org.xnio XNIO version 3.8.0.Final
2022-06-22 17:00:02 INFO  datax-service-data-metadata DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_DATAX-SERVICE-DATA-METADATA/li20220331:datax-service-data-metadata:8820 - registration status: 204
2022-06-22 17:00:02 INFO  datax-service-data-metadata main org.xnio.nio XNIO NIO Implementation Version 3.8.0.Final
2022-06-22 17:00:02 INFO  datax-service-data-metadata main org.jboss.threads JBoss Threads version 3.1.0.Final
2022-06-22 17:00:02 INFO  datax-service-data-metadata main org.springframework.boot.web.embedded.undertow.UndertowWebServer Undertow started on port(s) 8820 (http)
2022-06-22 17:00:02 INFO  datax-service-data-metadata main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration Updating port to 8820
2022-06-22 17:00:04 INFO  datax-service-data-metadata main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2022-06-22 17:00:04 INFO  datax-service-data-metadata main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2022-06-22 17:00:04 INFO  datax-service-data-metadata main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2022-06-22 17:00:04 INFO  datax-service-data-metadata main springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator Generating unique operation named: getMetadataSourceByIdUsingGET_1
2022-06-22 17:00:04 INFO  datax-service-data-metadata main springfox.documentation.spring.web.readers.operation.CachingOperationNameGenerator Generating unique operation named: getMetadataSourceListUsingGET_1
2022-06-22 17:00:04 INFO  datax-service-data-metadata main cn.datax.service.data.metadata.DataxMetadataApplication Started DataxMetadataApplication in 34.166 seconds (JVM running for 36.02)
2022-06-22 17:05:02 INFO  datax-service-data-metadata AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:10:02 INFO  datax-service-data-metadata AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:15:02 INFO  datax-service-data-metadata AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:20:02 INFO  datax-service-data-metadata AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:25:02 INFO  datax-service-data-metadata AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:29:13 INFO  datax-service-data-metadata XNIO-1 task-1 io.undertow.servlet Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-22 17:29:13 INFO  datax-service-data-metadata XNIO-1 task-1 org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2022-06-22 17:29:13 INFO  datax-service-data-metadata XNIO-1 task-1 org.springframework.web.servlet.DispatcherServlet Completed initialization in 226 ms
2022-06-22 17:30:02 INFO  datax-service-data-metadata AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2022-06-22 17:35:02 INFO  datax-service-data-metadata AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
